ID,ENTRYTYPE,author,title,year,doi,url,abstract,journal,booktitle,volume,number,pages,publisher,keywords,series,location,numpages,address,isbn,articleno,month,issue_date,issn
10.1145/3539613,article,"Basu, Saikat and Saha, Amit and Chakrabarti, Amlan and Sur-Kolay, Susmita",i-QER: An Intelligent Approach Towards Quantum Error Reduction,2022,10.1145/3539613,https://doi.org/10.1145/3539613,"Quantum computing has become a promising computing approach because of its capability to solve certain problems, exponentially faster than classical computers. A n-qubit quantum system is capable of providing 2n computational space to a quantum algorithm. However, quantum computers are prone to errors. Quantum circuits that can reliably run on today’s Noisy Intermediate-Scale Quantum (NISQ) devices are not only limited by their qubit counts but also by their noisy gate operations. In this article, we have introduced i-QER, a scalable machine learning-based approach to evaluate errors in a quantum circuit and reduce these without using any additional quantum resources. The i-QER predicts possible errors in a given quantum circuit using supervised learning models. If the predicted error is above a pre-specified threshold, it cuts the large quantum circuit into two smaller sub-circuits using an error-influenced fragmentation strategy for the first time to the best of our knowledge. The proposed fragmentation process is iterated until the predicted error reaches below the threshold for each sub-circuit. The sub-circuits are then executed on a quantum device. Classical reconstruction of the outputs obtained from the sub-circuits can generate the output of the complete circuit. Thus, i-QER also provides classical control over a scalable hybrid computing approach, which is a combination of quantum and classical computers. The i-QER tool is available at .",ACM Transactions on Quantum Computing,,3,4,,Association for Computing Machinery,"Quantum error correction, quantum circuit fragmentation, hybrid computing",,,18,"New York, NY, USA",,23,July,December 2022,
10.4230/LIPIcs.CCC.2022.20,inproceedings,"Aaronson, Scott and Ingram, DeVon and Kretschmer, William",The acrobatics of BQP,2022,10.4230/lipics.ccc.2022.20,https://doi.org/10.4230/LIPIcs.CCC.2022.20,"One can fix the randomness used by a randomized algorithm, but there is no analogous notion of fixing the quantumness used by a quantum algorithm. Underscoring this fundamental difference, we show that, in the black-box setting, the behavior of quantum polynomial-time (BQP) can be remarkably decoupled from that of classical complexity classes like NP. Specifically:• There exists an oracle relative to which NPBQP ⊄ BQPPH, resolving a 2005 problem of Fortnow. As a corollary, there exists an oracle relative to which P = NP but BQP ≠ QCMA.• Conversely, there exists an oracle relative to which BQPNP ⊄ PHBQP.• Relative to a random oracle, PP is not contained in the ""QMA hierarchy"" QMAQMAQMA….• Relative to a random oracle, [EQUATION] for every k.• There exists an oracle relative to which BQP = P#P and yet PH is infinite. (By contrast, relative to all oracles, if NP ⊄ BPP, then PH collapses.)• There exists an oracle relative to which P = NP ≠ BQP = P#P.To achieve these results, we build on the 2018 achievement by Raz and Tal of an oracle relative to which BQP ⊄ PH, and associated results about the Forrelation problem. We also introduce new tools that might be of independent interest. These include a ""quantum-aware"" version of the random restriction method, a concentration theorem for the block sensitivity of AC0 circuits, and a (provable) analogue of the Aaronson-Ambainis Conjecture for sparse oracles.",,Proceedings of the 37th Computational Complexity Conference,,,,Schloss Dagstuhl--Leibniz-Zentrum fuer Informatik,"query complexity, polynomial hierarchy, oracle separations, forrelation, BQP",CCC '22,"Philadelphia, PA, USA",17,"Dagstuhl, DEU",9783959772419,20,,,
10.1145/3622816,article,"Madsen, Magnus and van de Pol, Jaco and Henriksen, Troels",Fast and Efficient Boolean Unification for Hindley-Milner-Style Type and Effect Systems,2023,10.1145/3622816,https://doi.org/10.1145/3622816,"As type and effect systems become more expressive there is an increasing need for efficient type inference. We consider a polymorphic effect system based on Boolean formulas where inference requires Boolean unification. Since Boolean unification involves semantic equivalence, conventional syntax-driven unification is insufficient. At the same time, existing Boolean unification techniques are ill-suited for type inference.  We propose a hybrid algorithm for solving Boolean unification queries based on Boole’s Successive Variable Elimination (SVE) algorithm. The proposed approach builds on several key observations regarding the Boolean unification queries encountered in practice, including: (i) most queries are simple, (ii) most queries involve a few flexible variables, (iii) queries are likely to repeat due similar programming patterns, and (iv) there is a long tail of complex queries. We exploit these observations to implement several strategies for formula minimization, including ones based on tabling and binary decision diagrams.   We implement the new hybrid approach in the Flix programming language. Experimental results show that by reducing the overhead of Boolean unification, the compilation throughput increases from 8,580 lines/sec to 15,917 lines/sec corresponding to a 1.8x speed-up. Further, the overhead on type and effect inference time is only 16% which corresponds to an overhead of less than 7% on total compilation time. We study the hybrid approach and demonstrate that each design choice improves performance.",Proc. ACM Program. Lang.,,7,OOPSLA2,,Association for Computing Machinery,"type inference, Hindley-Milner type systems, Boolean unification",,,28,"New York, NY, USA",,240,October,October 2023,
10.1109/ASE51524.2021.9678792,inproceedings,"Wang, Jiyuan and Zhang, Qian and Xu, Guoqing Harry and Kim, Miryung",QDiff: differential testing of quantum software stacks,2022,10.1109/ase51524.2021.9678792,https://doi.org/10.1109/ASE51524.2021.9678792,"Over the past few years, several quantum software stacks (QSS) have been developed in response to rapid hardware advances in quantum computing. A QSS includes a quantum programming language, an optimizing compiler that translates a quantum algorithm written in a high-level language into quantum gate instructions, a quantum simulator that emulates these instructions on a classical device, and a software controller that sends analog signals to a very expensive quantum hardware based on quantum circuits. In comparison to traditional compilers and architecture simulators, QSSes are difficult to tests due to the probabilistic nature of results, the lack of clear hardware specifications, and quantum programming complexity.This work devises a novel differential testing approach for QSSes, named QDIFF with three major innovations: (1) We generate input programs to be tested via semantics-preserving, source to source transformation to explore program variants. (2) We speed up differential testing by filtering out quantum circuits that are not worthwhile to execute on quantum hardware by analyzing static characteristics such as a circuit depth, 2-gate operations, gate error rates, and T1 relaxation time. (3) We design an extensible equivalence checking mechanism via distribution comparison functions such as Kolmogorov-Smirnov test and cross entropy.We evaluate QDiff with three widely-used open source QSSes: Qiskit from IBM, Cirq from Google, and Pyquil from Rigetti. By running QDiff on both real hardware and quantum simulators, we found several critical bugs revealing potential instabilities in these platforms. QDiff's source transformation is effective in producing semantically equivalent yet not-identical circuits (i.e., 34% of trials), and its filtering mechanism can speed up differential testing by 66%.",,Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering,,,692–704,IEEE Press,,ASE '21,"Melbourne, Australia",13,,9781665403375,,,,
10.1145/3588318,article,"Machado, Pedro and Ferreira, Jo\~{a}o Filipe and Oikonomou, Andreas and McGinnity, T. M.",NeuroHSMD: Neuromorphic Hybrid Spiking Motion Detector,2023,10.1145/3588318,https://doi.org/10.1145/3588318,"Vertebrate retinas are highly-efficient in processing trivial visual tasks such as detecting moving objects, which still represent complex challenges for modern computers. In vertebrates, the detection of object motion is performed by specialised retinal cells named Object Motion Sensitive Ganglion Cells (OMS-GC). OMS-GC process continuous visual signals and generate spike patterns that are post-processed by the Visual Cortex. Our previous Hybrid Sensitive Motion Detector (HSMD) algorithm was the first hybrid algorithm to enhance Background subtraction (BS) algorithms with a customised 3-layer Spiking Neural Network (SNN) that generates OMS-GC spiking-like responses. In this work, we present a Neuromorphic Hybrid Sensitive Motion Detector (NeuroHSMD) algorithm that accelerates our HSMD algorithm using Field-Programmable Gate Arrays (FPGAs). The NeuroHSMD was compared against the HSMD algorithm, using the same 2012 Change Detection (CDnet2012) and 2014 Change Detection (CDnet2014) benchmark datasets. When tested against the CDnet2012 and CDnet2014 datasets, NeuroHSMD performs object motion detection at 720&nbsp;\texttimes{}&nbsp;480 at 28.06 Frames Per Second (fps) and 720&nbsp;\texttimes{}&nbsp;480 at 28.71 fps, respectively, with no degradation of quality. Moreover, the NeuroHSMD proposed in this article was completely implemented in Open Computer Language (OpenCL) and therefore is easily replicated in other devices such as Graphical Processing Units (GPUs) and clusters of Central Processing Units (CPUs).",ACM Trans. Reconfigurable Technol. Syst.,,16,3,,Association for Computing Machinery,"SNN, HMSD, NeuroHSMD, retinal cells, OMS-GC, FPGA, background subtraction, object motion detection",,,23,"New York, NY, USA",,36,June,September 2023,1936-7406
10.1145/3579371.3589043,inproceedings,"Stein, Samuel and Wiebe, Nathan and Ding, Yufei and Ang, James and Li, Ang",Q-BEEP: Quantum Bayesian Error Mitigation Employing Poisson Modeling over the Hamming Spectrum,2023,10.1145/3579371.3589043,https://doi.org/10.1145/3579371.3589043,"Quantum computing technology has grown rapidly in recent years, with new technologies being explored, error rates being reduced, and quantum processors' qubit capacity growing. However, near-term quantum algorithms are still unable to be induced without compounding consequential levels of noise, leading to non-trivial erroneous results. Quantum Error Correction (in-situ error mitigation) and Quantum Error Mitigation (post-induction error mitigation) are promising fields of research within the quantum algorithm scene, aiming to alleviate quantum errors. IBM recently published an article stating that Quantum Error Mitigation is the path to quantum computing usefulness. A recent work, namely HAMMER, demonstrated the existence of a latent structure regarding post-circuit induction errors when mapping to the Hamming spectrum. However, they assumed that errors occur solely in local clusters, whereas we observe that at higher average Hamming distances this structure falls away. In this work, we show that such a correlated structure is not only local but extends certain non-local clustering patterns which can be precisely described by a Poisson distribution model taking the input circuit, the device run time status (i.e., calibration statistics) and qubit topology into consideration. Using this quantum error characterizing model, we developed an iterative algorithm over the generated Bayesian network state-graph for post-induction error mitigation. Thanks to more precise modeling of the error distribution latent structure and the proposed iterative method, our Q-Beep approach provides state of the art performance and can boost circuit execution fidelity by up to 234.6% on Bernstein-Vazirani circuits and on average 71.0% on QAOA solution quality, using 16 practical IBMQ quantum processors. For other benchmarks such as those in QASMBench, a fidelity improvement of up to 17.8% is attained. Q-Beep is a light-weight post-processing technique that can be performed offline and remotely, making it a useful tool for quantum vendors to adopt and provide more reliable circuit induction results. Q-Beep is maintained at github.com/pnnl/qbeep",,Proceedings of the 50th Annual International Symposium on Computer Architecture,,,,Association for Computing Machinery,"quantum algorithms, noisy intermediate scale quantum computing, state graphs, bayesian error mitigation, quantum error mitigation, quantum computing",ISCA '23,"Orlando, FL, USA",13,"New York, NY, USA",9798400700958,8,,,
10.1145/3358331.3358358,inproceedings,"Ma, Zhenhai and Xing, Yanfeng and Hu, Min",Fixture Layout Optimization Based on Hybrid Algorithm of Gaot and Rbf-Nn for Sheet Metal Parts,2019,10.1145/3358331.3358358,https://doi.org/10.1145/3358331.3358358,"For auto-body, fixture layout is very important to gravity deformation and dimensional variation of sheet metal assemblies. Conventionally, the satisfying fixture layouts can be generated by global optimization algorithms, such as genetic algorithm (GA), particle swarm optimization (PSO) and social radiation algorithm (SRA), etc. However, it is very difficult to generate the global optimalsolution because the combinations of fixture layouts are enormousand the gravity deformation must be calculated by finite element analysis for sheet metal parts. Therefore, this paper proposes a hybrid algorithm of GAOT (genetic algorithm in optimization toolbox in MATLAB) and RBF-NN(Radial basis function - neural network) to generate the global optimal fixture layouts. In this paper, the fixture locators are selected from a much smaller candidate pool based on filtering methods. The objective function is the gravity deformation of all measurement operations. A hybrid algorithm of GAOT and RBF-NN is used to optimize fixture locating scheme based on MATLAB macro commands of 3DCS, whose optimization process is fully automated. A case of bracketis applied to demonstrate the proposed method in this paper. The results show that the proposedhybridalgorithm can generate better optimal solutions thanthe current optimization methods.",,Proceedings of the 2019 International Conference on Artificial Intelligence and Advanced Manufacturing,,,,Association for Computing Machinery,"optimization, neural networks, genetic algorithms, fixture design, automation",AIAM 2019,"Dublin, Ireland",6,"New York, NY, USA",9781450372022,27,,,
10.1145/3470496.3527434,inproceedings,"Stein, Samuel and Wiebe, Nathan and Ding, Yufei and Bo, Peng and Kowalski, Karol and Baker, Nathan and Ang, James and Li, Ang",EQC: ensembled quantum computing for variational quantum algorithms,2022,10.1145/3470496.3527434,https://doi.org/10.1145/3470496.3527434,"Variational quantum algorithm (VQA), which is comprised of a classical optimizer and a parameterized quantum circuit, emerges as one of the most promising approaches for harvesting the power of quantum computers in the noisy intermediate scale quantum (NISQ) era. However, the deployment of VQAs on contemporary NISQ devices often faces considerable system and time-dependant noise and prohibitively slow training speeds. On the other hand, the expensive supporting resources and infrastructure make quantum computers extremely keen on high utilization.In this paper, we propose a virtualized way of building up a quantum backend for variational quantum algorithms: rather than relying on a single physical device which tends to introduce ever-changing device-specific noise with less reliable performance as time-since-calibration grows, we propose to constitute a quantum ensemble, which dynamically distributes quantum tasks asynchronously across a set of physical devices, and adjusts the ensemble configuration with respect to machine status. In addition to reduced machine-dependant noise, the ensemble can provide significant speedups for VQA training. With this idea, we build a novel VQA training framework called EQC - a distributed gradient-based processor-performance-aware optimization system - that comprises: (i) a system architecture for asynchronous parallel VQA cooperative training; (ii) an analytical model for assessing the quality of a circuit output concerning its architecture, transpilation, and runtime conditions; (iii) a weighting mechanism to adjust the quantum ensemble's computational contribution according to the systems' current performance. Evaluations comprising 500K times' circuit evaluations across 10 IBMQ NISQ devices using a VQE and a QAOA applications demonstrate that EQC can attain error rates very close to the most performant device of the ensemble, while boosting the training speed by 10.5X on average (up to 86X and at least 5.2x). EQC is available at https://github.com/pnnl/eqc.",,Proceedings of the 49th Annual International Symposium on Computer Architecture,,,59–71,Association for Computing Machinery,"variational quantum algorithms, quantum computing, distributed computing",ISCA '22,"New York, New York",13,"New York, NY, USA",9781450386104,,,,
10.1145/3647444.3647861,inproceedings,"Pravina, C.T.Dora and Arya, Nancy and Sharma, Sunil and Chakraborty, Koushik and Rakesh, Shanu Kuttan and Singh, Arvind Kunar",Image Based Security System in cloud resource Scheduling,2024,10.1145/3647444.3647861,https://doi.org/10.1145/3647444.3647861,"Abstract: The popularity of cloud computing in scheduling work processes, particularly logical work processes, is growing. The cloud computing environment may encounter significant issues with execution time and cost during resource allocation, resulting in disruptions in customer support quality. Text Passwords are right now a totally utilized insistence part, however graphical passwords and biometrics are likewise utilized. However, we really want to improve both comfort and security in any system to make it extremely secure. Image-based security systems leverage visual information and image processing techniques to enhance security measures. These systems use images or video streams from cameras to monitor, detect, and respond to security threats. Most likely, the framework employs our algorithm to improve performance. It utilizes parts of both Graphical and Text Secret phrase plans. Advanced image processing algorithms analyze captured images for various security-related purposes, such as object detection, facial recognition, and anomaly detection. In contrast to the most well-known scheduling algorithms, such as multi-objective scheduling (MOS) and cost-conscious scheduling, the various scheduling algorithms in this proposed hybrid algorithm mannequin are used to make cloud services secure and highly available to end users. Identifying and verifying individuals based on facial features. This is used for access control, identity verification, and tracking individuals of interest. Analyzing images to detect unauthorized persons or objects in restricted areas, triggering alerts or alarms. In this investigation, we attempt to demonstrate the execution of various algorithm systems for the most well-known three static booking calculations. All the calculations are working out the all-out execution cost and timing of various calculations.",,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,,,,Association for Computing Machinery,"Cloud Resources, Cloud Security, Image System, Scheduling System, Simulation tools",ICIMMI '23,"Jaipur, India",6,"New York, NY, USA",9798400709418,35,,,
10.1145/3313276.3316310,inproceedings,"Tang, Ewin",A quantum-inspired classical algorithm for recommendation systems,2019,10.1145/3313276.3316310,https://doi.org/10.1145/3313276.3316310,"We give a classical analogue to Kerenidis and Prakash’s quantum recommendation system, previously believed to be one of the strongest candidates for provably exponential speedups in quantum machine learning. Our main result is an algorithm that, given an m \texttimes{} n matrix in a data structure supporting certain ℓ2-norm sampling operations, outputs an ℓ2-norm sample from a rank-k approximation of that matrix in time O(poly(k)log(mn)), only polynomially slower than the quantum algorithm. As a consequence, Kerenidis and Prakash’s algorithm does not in fact give an exponential speedup over classical algorithms. Further, under strong input assumptions, the classical recommendation system resulting from our algorithm produces recommendations exponentially faster than previous classical systems, which run in time linear in m and n. The main insight of this work is the use of simple routines to manipulate ℓ2-norm sampling distributions, which play the role of quantum superpositions in the classical setting. This correspondence indicates a potentially fruitful framework for formally comparing quantum machine learning algorithms to classical machine learning algorithms.",,Proceedings of the 51st Annual ACM SIGACT Symposium on Theory of Computing,,,217–228,Association for Computing Machinery,"sampling, recommender systems, quantum machine learning, low-rank approximation, exponential speedup",STOC 2019,"Phoenix, AZ, USA",12,"New York, NY, USA",9781450367059,,,,
10.1145/2463209.2488786,inproceedings,"Dousti, Mohammad Javad and Pedram, Massoud",LEQA: latency estimation for a quantum algorithm mapped to a quantum circuit fabric,2013,10.1145/2463209.2488786,https://doi.org/10.1145/2463209.2488786,"This paper presents LEQA, a fast latency estimation tool for evaluating the performance of a quantum algorithm mapped to a quantum fabric. The actual quantum algorithm latency can be computed by performing detailed scheduling, placement and routing of the quantum instructions and qubits in a quantum operation dependency graph on a quantum circuit fabric. This is, however, a very expensive proposition that requires large amounts of processing time. Instead, LEQA, which is based on computing the neighborhood population counts of qubits, can produce estimates of the circuit latency with good accuracy (i.e., an average of less than 3% error) with up to two orders of magnitude speedup for mid-size benchmarks. This speedup is expected to increase superlinearly as a function of circuit size (operation count).",,Proceedings of the 50th Annual Design Automation Conference,,,,Association for Computing Machinery,"quantum fabric, quantum computing, latency estimation, algorithm, CAD tool",DAC '13,"Austin, Texas",7,"New York, NY, USA",9781450320719,42,,,
10.1145/3071178.3071306,inproceedings,"Helal, Ayah and Otero, Fernando E. B.",Automatic design of ant-miner mixed attributes for classification rule discovery,2017,10.1145/3071178.3071306,https://doi.org/10.1145/3071178.3071306,"Ant-Miner Mixed Attributes (Ant-MinerMA) was inspired and built based on ACOMV. which uses an archive-based pheromone model to cope with mixed attribute types. On the one hand, the use of an archive-based pheromone model improved significantly the runtime of Ant-MinerMA and helped to eliminate the need for discretisation procedure when dealing with continuous attributes. On the other hand, the graph-based pheromone model showed superiority when dealing with datasets containing a large size of attributes, as the graph helps the algorithm to easily identify good attributes. In this paper, we propose an automatic design framework to incorporate the graph-based model along with the archive-based model in the rule creation process. We compared the automatically designed hybrid algorithm against existing ACO-based algorithms: one using a graph-based pheromone model and one using an archive-based pheromone model. Our results show that the hybrid algorithm improves the predictive quality over both the base archive-based and graph-based algorithms.",,Proceedings of the Genetic and Evolutionary Computation Conference,,,433–440,Association for Computing Machinery,"sequential covering, data mining, classification rules, ant colony optimization",GECCO '17,"Berlin, Germany",8,"New York, NY, USA",9781450349208,,,,
10.1145/2964284.2967297,inproceedings,"Wilk, Stefan and Luthra, Manisha and Effelsberg, Wolfgang",One Sensor is not Enough: Adapting and Fusing Sensors for the Quality Assessment of User Generated Video,2016,10.1145/2964284.2967297,https://doi.org/10.1145/2964284.2967297,"In comparison to professional productions, UGV often suffers from quality degradations such as camera shakes or harmful occlusions. Quick and reliable algorithms are needed to detect and assess the impact of these quality degradations. Recently, researchers leverage data from auxiliary sensors such as gyroscope readings or accelerometer values for quality assessment. In comparison to video-based approaches, auxiliary sensor-based ones achieve results more quickly but often lack precision.This work proposes a framework for the combined analysis of UGV which leverages the strength of video-based and auxiliary sensor-based algorithms. In addition, we propose a hybrid algorithm for camera shake detection, which dynamically adapts which sensor readings to use for the assessment. A hybrid algorithm achieves an improved precision and a reduced runtime in comparison to the usage of a single sensor.",,Proceedings of the 24th ACM International Conference on Multimedia,,,626–630,Association for Computing Machinery,"user generated video, sensors, quality, camera shake",MM '16,"Amsterdam, The Netherlands",5,"New York, NY, USA",9781450336031,,,,
10.1145/3335549,article,"Louise, Stephane",A First Step Toward Using Quantum Computing for Low-level WCETs Estimations,2019,10.1145/3335549,https://doi.org/10.1145/3335549,"Low-Level analysis of Worst Case Execution Time (WCET) is an important field for real-time system validation. It stands between computer architecture and mathematics, as it relies strongly on variants of abstract interpretation. One of the features that causes the largest uncertainty regarding WCET evaluation for low-level analysis of sequential execution on a single processor is taking Cache Memory-related Delays (CMRD) and Cache-related Preemption Delays (CRPD) correctly into account. Research work from the 1990s provides a good basic framework for this problem as long as a task runs without preemption. But when preemption of tasks is allowed, although several formalisms exist, their predictive power is lower and the usual approach relies on analyses of NP-hard problems.In this article, we want to show some potential advantages of using a formalism inspired by Quantum Computing (QC) to evaluate CMRDs with preemptions while avoiding the NP-hard problem underneath. The experimental results, with a classic (non-quantum) numerical approach, on a selection of Malardalen benchmark programs display very good accuracy, while the complexity of the evaluation is a low-order polynomial of the number of memory accesses. While it is not yet a fully parallel quantum algorithm, we provide a first roadmap on how to reach such an objective.",ACM Trans. Archit. Code Optim.,,16,3,,Association for Computing Machinery,"real-time, cache related preemption time, cache memories, Worst-case execution",,,22,"New York, NY, USA",,29,July,September 2019,1544-3566
10.1145/3377930.3389846,inproceedings,"L\'{o}pez, Uriel and Trujillo, Leonardo and Silva, Sara and Vanneschi, Leonardo and Legrand, Pierrick",Unlabeled multi-target regression with genetic programming,2020,10.1145/3377930.3389846,https://doi.org/10.1145/3377930.3389846,"Machine Learning (ML) has now become an important and ubiquitous tool in science and engineering, with successful applications in many real-world domains. However, there are still areas in need of improvement, and problems that are still considered difficult with off-the-shelf methods. One such problem is Multi Target Regression (MTR), where the target variable is a multidimensional tuple instead of a scalar value. In this work, we propose a more difficult variant of this problem which we call Unlabeled MTR (uMTR), where the structure of the target space is not given as part of the training data. This version of the problem lies at the intersection of MTR and clustering, an unexplored problem type. Moreover, this work proposes a solution method for uMTR, a hybrid algorithm based on Genetic Programming and RANdom SAmple Consensus (RANSAC). Using a set of benchmark problems, we are able to show that this approach can effectively solve the uMTR problem.",,Proceedings of the 2020 Genetic and Evolutionary Computation Conference,,,976–984,Association for Computing Machinery,"unlabeled multi-target regression, multi-target regression, genetic programming, clustering, RANSAC",GECCO '20,"Canc\'{u}n, Mexico",9,"New York, NY, USA",9781450371285,,,,
10.1145/3194554.3194616,inproceedings,"Khalid, Ayesha and Oder, Tobias and Valencia, Felipe and O' Neill, Maire and G\""{u}neysu, Tim and Regazzoni, Francesco",Physical Protection of Lattice-Based Cryptography: Challenges and Solutions,2018,10.1145/3194554.3194616,https://doi.org/10.1145/3194554.3194616,"The impending realization of scalable quantum computers will have a significant impact on today's security infrastructure. With the advent of powerful quantum computers public key cryptographic schemes will become vulnerable to Shor's quantum algorithm, undermining the security current communications systems. Post-quantum (or quantum-resistant) cryptography is an active research area, endeavoring to develop novel and quantum resistant public key cryptography. Amongst the various classes of quantum-resistant cryptography schemes, lattice-based cryptography is emerging as one of the most viable options. Its efficient implementation on software and on commodity hardware has already been shown to compete and even excel the performance of current classical security public-key schemes. This work discusses the next step in terms of their practical deployment, i.e., addressing the physical security of lattice-based cryptographic implementations. We survey the state-of-the-art in terms of side channel attacks (SCA), both invasive and passive attacks, and proposed countermeasures. Although the weaknesses exposed have led to countermeasures for these schemes, the cost, practicality and effectiveness of these on multiple implementation platforms, however, remains under-studied.",,Proceedings of the 2018 Great Lakes Symposium on VLSI,,,365–370,Association for Computing Machinery,"fault-injection attacks, lattice-based cryptography, physical security, side-channel analysis",GLSVLSI '18,"Chicago, IL, USA",6,"New York, NY, USA",9781450357241,,,,
10.1145/3061639.3072948,inproceedings,"Sebastiano, Fabio and Homulle, Harald and Patra, Bishnu and Incandela, Rosario and van Dijk, Jeroen and Song, Lin and Babaie, Masoud and Vladimirescu, Andrei and Charbon, Edoardo",Cryo-CMOS Electronic Control for Scalable Quantum Computing: Invited,2017,10.1145/3061639.3072948,https://doi.org/10.1145/3061639.3072948,"Quantum computers1 could revolutionize computing in a profound way due to the massive speedup they promise. A quantum computer comprises a cryogenic quantum processor and a classical electronic controller. When scaling up the cryogenic quantum processor to at least a few thousands, and possibly millions, of qubits required for any practical quantum algorithm, cryogenic CMOS (cryo-CMOS) electronics is required to allow feasible and compact interconnections between the controller and the quantum processor. Cryo-CMOS leverages the CMOS fabrication infrastructure while exploiting the continuous improvement of performance and miniaturization guaranteed by Moore's law, in order to enable the fabrication of a cost-effective practical quantum computer. However, designing cryo-CMOS integrated circuits requires a new set of CMOS device models, their embedding in design and verification tools, and the possibility to co-simulate the cryo-CMOS/quantum-processor architecture for full-system optimization. In this paper, we address these challenges by focusing on their impact on the design of complex cryo-CMOS systems.",,Proceedings of the 54th Annual Design Automation Conference 2017,,,,Association for Computing Machinery,"qubit, quantum computation, error-correcting loop, device models, cryogenics, Cryo-CMOS",DAC '17,"Austin, TX, USA",6,"New York, NY, USA",9781450349277,13,,,
3310435.3310522,inproceedings,"Gily\'{e}n, Andr\'{a}s and Arunachalam, Srinivasan and Wiebe, Nathan",Optimizing quantum optimization algorithms via faster quantum gradient computation,2019,,,"We consider a generic framework of optimization algorithms based on gradient descent. We develop a quantum algorithm that computes the gradient of a multi-variate real-valued function f : Rd → R by evaluating it at only a logarithmic number of times in superposition. Our algorithm is an improved version of Jordan's gradient computation algorithm [28], providing an approximation of the gradient ▽f with quadratically better dependence on the evaluation accuracy of f, for an important class of smooth functions. Furthermore, we show that objective functions arising from variational quantum circuits usually satisfy the necessary smoothness conditions, hence our algorithm provides a quadratic improvement in the complexity of computing their gradient. We also show that in a continuous phase-query model, our gradient computation algorithm has optimal query complexity up to poly-logarithmic factors, for a particular class of smooth functions. Moreover, we show that for low-degree multivariate polynomials our algorithm can provide exponential speedups compared to Jordan's algorithm in terms of the dimension d.One of the technical challenges in applying our gradient computation procedure for quantum optimization problems is the need to convert between a probability oracle (which is common in quantum optimization procedures) and a phase oracle (which is common in quantum algorithms) of the objective function f. We provide efficient subroutines to perform this delicate interconversion between the two types of oracles incurring only a logarithmic overhead, which might be of independent interest. Finally, using these tools we improve the runtime of prior approaches for training quantum auto-encoders, variational quantum eigensolvers (VQE), and quantum approximate optimization algorithms (QAOA).",,Proceedings of the Thirtieth Annual ACM-SIAM Symposium on Discrete Algorithms,,,1425–1444,Society for Industrial and Applied Mathematics,,SODA '19,"San Diego, California",20,USA,,,,,
10.1145/3293611.3331628,inproceedings,"Izumi, Taisuke and Le Gall, Fran\c{c}ois",Quantum Distributed Algorithm for the All-Pairs Shortest Path Problem in the CONGEST-CLIQUE Model,2019,10.1145/3293611.3331628,https://doi.org/10.1145/3293611.3331628,"The All-Pairs Shortest Path problem (APSP) is one of the most central problems in distributed computation. In the CONGEST-CLIQUE model, in which n nodes communicate with each other over a fully connected network by exchanging messages of O(\l{}og n) bits in synchronous rounds, the best known general algorithm for APSP uses \~{O}(n1/3) rounds. Breaking this barrier is a fundamental challenge in distributed graph algorithms. In this paper we investigate for the first time quantum distributed algorithms in the CONGEST-CLIQUE model, where nodes can exchange messages of O(log n) quantum bits, and show that this barrier can be broken: we construct a \~{O}(n1/4)-round quantum distributed algorithm for the APSP over directed graphs with polynomial weights in the CONGEST-CLIQUE model. This speedup in the quantum setting contrasts with the case of the standard CONGEST model, for which Elkin et al. (PODC 2014) showed that quantum communication does not offer significant advantages over classical communication.Our quantum algorithm is based on a relationship discovered by Vassilevska Williams and Williams (JACM 2018) between the APSP and the detection of negative triangles in a graph. The quantum part of our algorithm exploits the framework for quantum distributed search recently developed by Le Gall and Magniez (PODC 2018). Our main technical contribution is a method showing how to implement multiple quantum searches (one for each edge in the graph) in parallel without introducing congestions.",,Proceedings of the 2019 ACM Symposium on Principles of Distributed Computing,,,84–93,Association for Computing Machinery,"quantum algorithms, distributed algorithms, congest-clique model, all-pairs shortest paths",PODC '19,"Toronto ON, Canada",10,"New York, NY, USA",9781450362177,,,,
10.1145/3321707.3321802,inproceedings,"Fraser, Diane P. and Keedwell, Edward and Michell, Stephen L. and Sheridan, Ray",EMOCS: evolutionary multi-objective optimisation for clinical scorecard generation,2019,10.1145/3321707.3321802,https://doi.org/10.1145/3321707.3321802,"Clinical scorecards of risk factors associated with disease severity or mortality outcome are used by clinicians to make treatment decisions and optimize resources. This study develops an automated tool or framework based on evolutionary algorithms for the derivation of scorecards from clinical data. The techniques employed are based on the NSGA-II Multi-objective Optimization Genetic Algorithm (GA) which optimizes the Pareto-front of two clinically-relevant scorecard objectives, size and accuracy. Three automated methods are presented which improve on previous manually derived scorecards. The first is a hybrid algorithm which uses the GA for feature selection and a decision tree for scorecard generation. In the second, the GA generates the full scorecard. The third is an extended full scoring system in which the GA also generates the scorecard scores. In this system combinations of features and thresholds for each scorecard point are selected by the algorithm and the evolutionary process is used to discover near-optimal Pareto-fronts of scorecards for exploration by expert decision makers. This is shown to produce scorecards that improve upon a human derived example for C.Difficile, an important infection found globally in communities and hospitals, although the methods described are applicable to any disease where the required data is available.",,Proceedings of the Genetic and Evolutionary Computation Conference,,,1174–1182,Association for Computing Machinery,"prediction/forecasting, multi-objective optimisation, medicine, evolutionary programming",GECCO '19,"Prague, Czech Republic",9,"New York, NY, USA",9781450361118,,,,
